both,upper,lower
0.5337353512677548,0.38321888629343503,0.8753075779717965
0.5300331564019044,0.3795352156554286,0.8733395998659331
0.5331514054716023,0.38231595580540145,0.8741816617410497
0.5302162918825508,0.3776266471056563,0.8736923975312868
0.5262569033729795,0.3730672543239899,0.8694607883864438
0.5237717796809833,0.37002063075020086,0.8680026682972928
0.51845760104914,0.3641214739234935,0.8654634027027578
0.5162256399294944,0.3615002295318913,0.8631720560245215
0.5135323999231087,0.3592420977870048,0.8604548793190374
0.5093401276966854,0.3548904562117239,0.8595593989771484
0.5083869208679666,0.3529142828187907,0.8581465841083966
0.5081011215208369,0.3542116755366135,0.8591927754961183
0.5075200701209187,0.3517722018970892,0.8573690091879811
0.5051694958798179,0.3504725718576488,0.8558632754817541
0.5107907901233392,0.356283935265654,0.8599905802952198
0.5136315848729288,0.358491279362839,0.8622956306805015
0.5144228821759971,0.3587026688662698,0.8614321279460627
0.5163539300282274,0.36097324021691773,0.8653626502791583
0.5183811113844022,0.36378698793196895,0.8651511615082551
0.518558331352262,0.3634110013051537,0.8642182527461246
0.5183832807696154,0.3620766593753279,0.8634663801903676
0.5141257459156171,0.3577082830819514,0.861465914915428
0.5101515623518577,0.35387468086725693,0.8594963563295723
0.5140840993496231,0.3586630356886914,0.8626798958944131
0.5169510011112042,0.3607976404206207,0.864933480983267
0.5226320684259474,0.3666889029489437,0.8677620330487106
0.5241307383834986,0.3672024619135783,0.8676574928115314
0.5249055345282704,0.3674443442759444,0.8671597492817186
0.52258054863,0.3638588490020615,0.8657798009781753
0.5167887760322452,0.35866156507836544,0.8619898082127846
0.5144749643640971,0.3572866866792672,0.8592148398341898
0.5098253965423035,0.3527648555718096,0.8584157640610727
0.5088691089423627,0.3511735382089027,0.8562886166361309
0.5090620796004813,0.35143133632444795,0.8559789553575808
0.5061594580510682,0.348656822753688,0.8545534606094628
0.505018298055711,0.3472733894577596,0.854042047626427
0.5052646415670292,0.34720727101866494,0.8555737467100492
0.5075634868381191,0.3493999816788299,0.8561109371320018
0.5046953199925854,0.3468766603682631,0.8512981275742956
0.503197571331359,0.3452684440879527,0.8499383628247437
